Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Srigadis 25 Tipe Paviliun B Regol Bandung,Campur,Rp1.500.000,1500000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (774 m), Circle K (774 m), Church of Isa Almasih (825 m), Institut Seni Budaya Indonesia Bandung (1.9 km), RSU Bhayangkara Tk II Sartika Asih (2.3 km), Bandung Electronic Center (3.1 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Dapur Pribadi, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, R. Tamu, R. Jemur, R. Santai, Dapur, Jemuran, Pengurus Kos, CCTV","Parkir Mobil, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-srigadis-25-tipe-paviliun-b-regol-bandung-2?redirection_source=landing%20area,-6.938935288645082,107.61530001650242
Kost Mahameru Co Living Suite Cibeunying Kidul Bandung,Campur,Rp2.500.000,2500000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (2.8 km), Alfamart (2.4 km), Masjid Al Jihad (592 m), Bank BJB - Cabang Utama Bandung (2.8 km), Institut Teknologi Nasional Bandung (1.6 km), RS Ibu dan Anak Al Islam (642 m).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Dispenser, Meja, TV, Lemari / Storage, Jendela, Guling, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, Pengurus Kos","Parkir Mobil, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-mahameru-co-living-suite-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.897548109316193,107.6518207823072
Kost Siela Mansion Lengkong Bandung,Campur,Rp3.600.000,3600000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (494 m), Alfamart A Yani 419 (3.3 km), Masjid Al Waritsin (312 m), CIMB Niaga (Buah Batu) (190 m), Akademi Sekretari Dan Manajemen BSI Bandung (615 m), Bandung Electronic Center (3.5 km).","3 x 5 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Meja Rias, Lemari / Storage, Kulkas, Ventilasi, Jendela, Guling","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Laundry, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-siela-mansion-lengkong-bandung-1?redirection_source=landing%20area,-6.9351599639805555,107.62611613142582
Kost Muararajeun Lama 2 Tipe C Cibeunying Kaler Bandung,Campur,Rp850.000,850000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (593 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (561 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Cuci, R. Jemur, Dapur, Jemuran, Pengurus Kos, Jual Makanan, CCTV, K. Mandi Luar","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-2-tipe-c-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.885013954171779,107.6286513842785
Kost Partadisastra Regol Bandung,Putra,Rp750.000,750000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (636 m), Circle K (787 m), Gereja Kristen Kalam Kudus Pasundan (406 m), Institut Seni Budaya Indonesia Bandung (2.5 km), RS Ibu dan Anak Kota Bandung (943 m), Bandung Electronic Center (2.5 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, R. Cuci, Kulkas, R. Tamu, R. Jemur, Dapur, TV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-partadisastra-regol-bandung-2?redirection_source=landing%20area,-6.940968955727172,107.61485758419343
Kost Griya Camar Tipe B Lengkong Bandung,Campur,Rp850.000,850000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.3 km), Alfamart (2.6 km), Church In Bandung (354 m), Bank BJB - Cabang Utama Bandung (1.4 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.0 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dapur, Jemuran, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-griya-camar-tipe-b-lengkong-bandung-2?redirection_source=landing%20area,-6.935251784562972,107.62614721891416
Kost Akiel Tipe Standard Regol Bandung,Putri,Rp1.000.000,1000000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (930 m), Circle K (911 m), Church of Isa Almasih (739 m), Bank BJB - Cabang Utama Bandung (1.6 km), Universitas Islam Bandung (3.4 km), RS Mata Bandung Eye Center (1.7 km).","3 x 4 meter, Termasuk listrik","Kasur, Dispenser, Meja, TV, Lemari / Storage, Kulkas, Ventilasi, Jendela, Guling, Cermin","Kloset Duduk, K. Mandi Luar, Ember mandi, Shower","WiFi, Kulkas, R. Tamu, R. Jemur, Dispenser, Jemuran, Pengurus Kos, CCTV, Balcon, TV",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-akiel-tipe-standard-regol-bandung-2?redirection_source=landing%20area,-6.939654534225722,107.61348876656787
Kost Mahameru Co Living Deluxe Cibeunying Kidul Bandung,Campur,Rp1.350.000,1350000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (2.8 km), Alfamart (2.4 km), Masjid Al Jihad (592 m), Bank BJB - Cabang Utama Bandung (2.8 km), Institut Teknologi Nasional Bandung (1.6 km), RS Ibu dan Anak Al Islam (642 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Bantal, Kursi, Kipas Angin","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur, Jemuran, Pengurus Kos","Parkir Mobil, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-mahameru-co-living-deluxe-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.897796802118923,107.65040663556732
Kost Bu Lia Cicendo Bandung,Campur,Rp850.000,850000,Cicendo,Cicendo,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Swike Waled Rumah Makan (680 m), Circle K (2.7 km), Masjid Jami Mathla'ul Khoeriyah (689 m), Bank BJB - Kantor Cabang Tamansari (804 m), Universitas Islam Bandung (766 m), RS Umum Hermina Pasteur (2.0 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","Dapur, Jemuran",,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-bu-lia-cicendo-bandung-2?redirection_source=landing%20area,-6.902599610591245,107.58618655424958
Kost Fira Tipe B Cibeunying Kaler Bandung,Campur,Rp1.000.000,1000000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.2 km), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (602 m), Bank Permata (2.3 km), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), RS Umum Santo Borromeus (2.1 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, R. Cuci, Laundry, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV, Kartu Akses","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-fira-tipe-b-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.887018622547454,107.6278912979601
Kost Sumarmo 13 Regol Bandung,Putri,Rp850.000,850000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (349 m), Circle K (413 m), Church of Isa Almasih (178 m), Institut Seni Budaya Indonesia Bandung (2.3 km), RSU Bhayangkara Tk II Sartika Asih (2.9 km), Bandung Electronic Center (2.5 km).","3 x 3 meter, Termasuk listrik","Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Jongkok","WiFi, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-sumarmo-13-regol-bandung?redirection_source=landing%20area,-6.937622880209661,107.61516509735632
Kost Rancagoong Paviliun 2 Batununggal Bandung,Putra,Rp2.500.000,2500000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.0 km), Alfamart (2.8 km), Gereja Isa Almasih (688 m), Bank BCA KCP Buah Batu (1.6 km), Sekolah Tinggi Ilmu Ekonomi Pasundan (214 m), RS Mata Bandung Eye Center (1.6 km).","4 x 5 meter, Termasuk listrik","Ventilasi, Jendela, Dapur Pribadi","Kloset Duduk, Kloset Jongkok, Ember mandi","WiFi, Laundry, R. Tamu, R. Jemur, Dapur, Jemuran, Pengurus Kos, Jual Makanan, Balcon","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-rancagoong-paviliun-2-batununggal-bandung-2?redirection_source=landing%20area,-6.926111160340598,107.64192787402499
Kost Warta Batununggal Bandung,Putri,Rp900.000,900000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (603 m), Alfamart A Yani 419 (1.8 km), Masjid Al Jihad (893 m), Sekolah Tinggi Ilmu Ekonomi Pasundan (842 m), Bandung Electronic Center (3.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","Kulkas, R. Tamu, R. Jemur, R. Makan, Dispenser, Dapur, Jemuran, Pengurus Kos, CCTV, Taman","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-bandung-kost-putri-murah-kost-warta-batununggal-bandung?redirection_source=landing%20area,-6.9295012237680655,107.6396113569424
Kost Miraclee Tipe C Regol Bandung,Putri,Rp1.500.000,1500000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (922 m), Alfamart (2.6 km), Church of Isa Almasih (737 m), Bank BJB - Cabang Utama Bandung (1.6 km), Universitas Islam Bandung (3.4 km), RS Mata Bandung Eye Center (1.7 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Meja Rias, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kursi","Kloset Duduk, Wastafel, Ember mandi, Shower, Air panas","WiFi, Kulkas, Penjaga Kos, Dapur, Jemuran, Pengurus Kos, Jual Makanan, CCTV, Rooftop, Balcon","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-miraclee-tipe-c-regol-bandung?redirection_source=landing%20area,-6.941459534408023,107.61563877023409
Kost Kidang Lengkong Bandung,Putri,Rp800.000,800000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Ibu Haji Cijantung (315 m), Alfamart A Yani 419 (3.3 km), Masjid Jami Nurul Falah (393 m), CIMB Niaga (Buah Batu) (745 m), Akademi Sekretari Dan Manajemen BSI Bandung (346 m), Bandung Electronic Center (2.9 km).","4 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-kidang-lengkong-bandung?redirection_source=landing%20area,-6.935629849996912,107.62712358764756
Kost Jl.Pajajaran Bandung Wetan,Campur,Rp800.000,800000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses jalan raya, berlokasi dekat dengan Rumah Makan Kapau Jaya (565 m), Circle K (3.1 km), Masjid Al Asy'ari Unisba (380 m), Bank BJB - Kantor Cabang Tamansari (428 m), Universitas Islam Bandung (413 m), RS Ibu dan Anak Limijati (799 m).","4 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Kursi","Kloset Jongkok, K. Mandi Luar, Bak mandi","Mesin Cuci, R. Jemur, Jemuran, Jual Makanan",Parkir Motor,,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-jlpajajaran-16-bandung-wetan?redirection_source=landing%20area,-6.905281562447669,107.61540567326125
Kost Macan 43 Tipe VIP Lengkong Bandung,Putri,Rp2.500.000,2500000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (652 m), Alfamart A Yani 419 (3.3 km), Masjid Jami Nurul Falah (228 m), CIMB Niaga (Buah Batu) (911 m), Universitas Islam Bandung (3.3 km), RS Ibu dan Anak Kota Bandung (2.0 km).","4 x 5 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Lemari / Storage, Jendela, Cermin","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Tamu, Penjaga Kos, R. Jemur, Dapur, Jemuran, Pengurus Kos, R. Keluarga","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-macan-43-tipe-vip-lengkong-bandung-1?redirection_source=landing%20area,-6.934290122878223,107.62638570566769
Kost 41 Lengkong Bandung,Putri,Rp700.000,700000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (660 m), Alfamart A Yani 419 (3.3 km), Masjid Jami Nurul Falah (236 m), CIMB Niaga (Buah Batu) (904 m), Universitas Islam Bandung (3.3 km), RS Ibu dan Anak Kota Bandung (2.0 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin",Kloset Duduk,"WiFi, R. Cuci, Kulkas, Penjaga Kos, R. Jemur, R. Makan, Dispenser, Dapur, Jemuran, Pengurus Kos",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-41-lengkong-bandung-1?redirection_source=landing%20area,-6.933762611715013,107.62645286250034
Kost Griya Camar Tipe A Lengkong Bandung,Campur,Rp800.000,800000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.3 km), Alfamart (2.6 km), Church In Bandung (354 m), Bank BJB - Cabang Utama Bandung (1.4 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.0 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dapur, Jemuran, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-griya-camar-tipe-a-lengkong-bandung?redirection_source=landing%20area,-6.936066104260921,107.62692429471882
Kost Maulana Yusuf Tipe B Bandung Wetan Bandung,Putra,Rp1.600.000,1600000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (320 m), Alfamart (1.2 km), Masjid Al Asy'ari Unisba (636 m), Bank BJB - Kantor Cabang Tamansari (573 m), Universitas Islam Bandung (624 m), RS Umum Tk IV 03.07.03Sariningsih (569 m).","3 x 4 meter, Termasuk listrik","Kasur, Dispenser, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Kipas Angin, Cleaning service","Kloset Duduk, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Laundry, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-maulana-yusuf-tipe-b-bandung-wetan-bandung?redirection_source=landing%20area,-6.9042925810311635,107.61467505148349
Kost Genaka Batununggal Bandung,Putri,Rp760.000,760000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (2.1 km), Alfamart A Yani 419 (1.3 km), Masjid Al Jihad (932 m), Bank BCA KCP Buah Batu (2.4 km), Institut Teknologi Nasional Bandung (2.8 km), RS Ibu dan Anak Al Islam (1.5 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Bantal","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Tamu, Dapur","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-genaka-batununggal-bandung?redirection_source=landing%20area,-6.927131374732976,107.63914301836077
Kost Bp Aan Tipe A Cibeunying Kaler Bandung,Putra,Rp600.000,600000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Pondok (210 m), Alfamart A Yani 419 (1.8 km), Masjid Pusdai (64 m), Bank Mandiri Bandung Martadinata (781 m), Universitas Padjadjaran Kampus Dipatiukur (1.3 km), Sinar Abadi Balubur Town Square (1.8 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi","Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Bak mandi","Jemuran, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-bp-aan-tipe-a-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.884621207126413,107.63043277370666
Kost Heritage House Paviliun Lengkong Bandung,Campur,Rp1.000.000,1000000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (532 m), Circle K (2.9 km), Church of Isa Almasih (957 m), Bank BCA KCP Buah Batu (975 m), Akademi Sekretari Dan Manajemen BSI Bandung (319 m), RS Umum Bungsu (1.8 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Kursi","Kloset Duduk, Shower","WiFi, Kulkas, Dispenser, Dapur, Pengurus Kos, K. Mandi Luar","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-heritage-house-paviliun-lengkong-bandung?redirection_source=landing%20area,-6.935009224839573,107.62506494040584
Kost Ancol59 Regol Bandung,Campur,Rp1.100.000,1100000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (394 m), Circle K (407 m), Masjid Jami Nurul Falah (506 m), CIMB Niaga (Buah Batu) (987 m), Akademi Sekretari Dan Manajemen BSI Bandung (773 m), RS Umum Muhammadiyah (877 m).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Air panas","WiFi, R. Cuci, R. Jemur, Dapur, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ancol59-regol-bandung?redirection_source=landing%20area,-6.937690081272342,107.61205368586909
Kost Muararajeun Lama 1 Tipe A Cibeunying Kaler Bandung,Campur,Rp885.000,885000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (584 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (553 m), Universitas Padjadjaran Kampus Dipatiukur (1.8 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 4 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Jemuran, Pengurus Kos, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-muararajeun-lama-1-tipe-a-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.886450888173123,107.6278554157741
Kost Healthy Rooms Tipe A Astanaanyar Bandung,Putri,Rp900.000,900000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.9 km), Alfamart (3.0 km), Church of Isa Almasih (1.5 km), Bank BJB - Cabang Utama Bandung (1.2 km), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (1.6 km).","3 x 1.5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Guling, Cermin, Bantal, Kursi","Kloset Duduk, K. Mandi Luar, Air panas","WiFi, Kulkas, Mesin Cuci, Laundry, R. Tamu, R. Jemur, Dapur, Jemuran, Rice Cooker, CCTV","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-healthy-rooms-tipe-a-astanaanyar-bandung-2?redirection_source=landing%20area,-6.938881430485125,107.6029343280169
Kost Omah Wening Tipe A Cicendo Bandung,Putri,Rp1.400.000,1400000,Kecamatan Cicendo,Cicendo,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Kapau Jaya (1.0 km), Circle K (2.7 km), Masjid Raya Bandung (1.4 km), Bank Syariah Indonesia KC Bandung Suniaraja (708 m), Universitas Padjadjaran Kampus Dipatiukur (2.4 km), RS Khusus Mata Cicendo (242 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower","WiFi, Jemuran, Pengurus Kos, CCTV, Balcon",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-omah-wening-tipe-a-cicendo-bandung?redirection_source=landing%20area,-6.8995924520632625,107.58756042890111
Kost Cemara Boarding House Lengkong Bandung,Putri,Rp2.250.000,2250000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (377 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (89 m), Bank BJB - Cabang Utama Bandung (992 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, TV, Lemari / Storage, Guling, Cermin, Bantal, Kursi, Cleaning service","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","Kulkas, Laundry, Penjaga Kos, R. Makan, R. Santai, Dispenser, Dapur, Pengurus Kos, CCTV, Balcon","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-cemara-boarding-house-lengkong-bandung-2?redirection_source=landing%20area,-6.935220755930181,107.62500981672696
Kost Kadua Homestay Double Vip Regol Bandung,Campur,Rp2.500.000,2500000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.0 km), Circle K (2.6 km), Church of Isa Almasih (945 m), Bank BJB - Cabang Utama Bandung (1.8 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Mata Bandung Eye Center (1.7 km).","3.5 x 4.5 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Kulkas, Ventilasi, Jendela, Cermin, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Jual Makanan",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kadua-homestay-double-vip-regol-bandung?redirection_source=landing%20area,-6.941161531524028,107.61373947801009
